약국명,대표전화,도로명주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일,구분
동명약국,02-472-4321,"서울특별시 강동구 양재대로 1396, 원천빌딩 1층 (둔촌동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-,주간
강일수약국,02-428-4070,"서울특별시 강동구 아리수로93나길 54, 경서프라자 103호 (강일동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,주간
강동성실약국,02-478-7001,"서울특별시 강동구 진황도로 81, 강동투웨니퍼스트 1층 101호 (길동)",09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~22:00,09:00~22:00,09:00~22:00,주간
새빛약국,02-441-0887,"서울특별시 강동구 고덕로 262, 고덕역 효성해링턴 타워 더퍼스트 1층 121호 (명일동)",08:45~20:30,08:45~20:30,08:45~20:30,08:45~20:30,08:45~20:30,08:45~14:00,-,-,주간
참새약국,02-2681-1141,"서울특별시 강동구 천호대로 1089, 복합시설동 지1층 B20호 (천호동, 강동 헤르셔)",08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~16:00,-,-,주간
강동포도약국,02-423-3005,서울특별시 강동구 진황도로 74 (천호동),08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,09:00~15:00,-,-,주간
정해약국,02-902-1442,서울특별시 강북구 삼양로 516 (수유동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,주간
나은약국,02-2678-2380,"서울특별시 영등포구 영중로8길 6, 성남빌딩 B동 1층 104호 (영등포동3가)",10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~16:00,-,-,주간
다나을약국,02-900-3133,"서울특별시 강북구 도봉로 333, 6층 (수유동, 정우빌딩)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,-,-,-,주간
메디팜21세기약국,02-2603-4569,"서울특별시 강서구 화곡로 162, 1층 (화곡동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:30,-,-,주간
프라자사랑약국,02-2205-4000,"서울특별시 광진구 능동로 315 (중곡동, 대남빌딩)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,주간
나무약국,02-6959-1900,"서울특별시 영등포구 도림로 158, 대림빌딩 (대림동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
우리약국,02-969-9211,"서울특별시 동대문구 고산자로38길 18, 1층 (제기동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~17:00,-,-,주간
르씨엘약국,02-540-0047,"서울특별시 강남구 학동로 215, 101호,107호 (논현동)",08:30~22:00,08:30~22:00,08:30~21:00,08:30~22:00,08:30~22:00,09:00~17:30,09:00~17:30,-,주간
리즈약국,02-531-8887,"서울특별시 서초구 반포대로18길 36, 상가동 104호 (서초동, 서초센트럴IPARK)",08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,09:00~21:00,10:30~16:00,10:30~16:00,주간
누가약국,02-842-6969,"서울특별시 영등포구 디지털로 367, 1층 (대림동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~15:00,-,-,주간
늘푸른약국,02-734-9600,"서울특별시 종로구 새문안로 17, 4.19기념도서관 2층 (평동)",08:40~18:00,08:40~18:00,08:40~18:00,08:40~18:00,08:40~18:00,09:00~13:00,-,-,주간
상계누리약국,02-3391-8744,서울특별시 노원구 동일로 1678 (상계동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-,주간
메디팜수유대학약국,02-991-0361,"서울특별시 강북구 삼양로 433, 삼원빌딩 1층 (수유동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,-,-,주간
프라자약국,02-3285-7294,"서울특별시 관악구 봉천로 391, 115호 (봉천동, 두산아파트에이상가)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,-,-,-,주간
새수정약국,02-2618-1005,"서울특별시 구로구 경인로 31-28, 1층 (온수동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,주간
경희자연한약국,02-3463-7510,"서울특별시 동대문구 망우로 35, 상가동 B103, B104(일부)호 (휘경동, 휘경 제이스카이 아파트)",09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~13:30,-,-,주간
이지약국,02-3662-3357,"서울특별시 강서구 공항대로 531, 104호 (염창동, 한울밸리움)",08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~15:00,-,-,주간
마곡나루약국,070-4352-4547,"서울특별시 강서구 마곡서로 157, 스프링파크타워 208-2호 (마곡동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,주간
남부백화점약국,02-2655-2032,"서울특별시 강서구 등촌로5길 80, 1층 (화곡동)",10:00~21:30,10:00~21:30,10:00~21:30,10:00~21:30,10:00~21:30,10:00~21:30,-,10:00~21:30,주간
튼튼약국,02-2664-0929,"서울특별시 강서구 마곡중앙1로 72, 305호 (마곡동, 마곡엠밸리10단지)",09:00~18:30,09:00~18:30,09:00~18:00,09:00~18:30,09:00~18:30,09:00~13:00,-,-,주간
튼튼약국,02-426-2799,"서울특별시 강동구 아리수로93나길 50, MK프라자 109호 (강일동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,주간
아침온누리약국,070-7633-3870,"서울특별시 구로구 개봉로20길 54, 원진환경(주) 1층 (개봉동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
두루미약국,02-426-1007,"서울특별시 강동구 고덕로 262, 고덕역 효성해링턴 타워 더퍼스트 110호,111호 (명일동)",09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~16:30,-,-,주간
허브약국,02-6405-7771,"서울특별시 동대문구 경희대로 19-3, 1층 (회기동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,주간
리본약국,02-543-9005,"서울특별시 강남구 도산대로16길 6, 1층 일부호 (논현동)",10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~17:00,-,-,주간
이층엔약국,02-2226-2212,"서울특별시 강남구 자곡로 201, 210호 (자곡동, 강남더샵라르고오피스텔)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,-,주간
상봉태평양약국,02-432-2019,서울특별시 중랑구 면목로 481 (상봉동),08:30~21:00,08:30~20:30,08:30~20:30,08:30~21:00,08:30~20:30,08:30~18:00,12:00~19:00,-,주간
담주미즈약국,02-474-9114,"서울특별시 강동구 천호대로159길 3, 1층 (천호동)",09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~17:00,09:00~13:00,09:00~13:00,주간
센트럴약국,02-434-9460,"서울특별시 중랑구 동일로92길 40, 2층 204호 (면목동, 사가정센트럴아이파크)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
망원시장약국,02-790-7527,"서울특별시 마포구 월드컵로13길 56, 1층 (망원동)",08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,10:00~22:30,08:30~22:30,10:00~22:30,주간
수성약국,02-2633-3669,"서울특별시 영등포구 양평로 68, DN빌딩 1층 (당산동6가)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:30,-,-,주간
삼성온누리약국,02-552-5612,"서울특별시 강남구 테헤란로87길 58, 컨벤션별관 지하1층 1A14호 (삼성동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~17:00,-,-,주간
솔솔온누리약국,02-486-2005,"서울특별시 강동구 양재대로 1365, 심포니타워 111호 (성내동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~15:00,-,-,주간
삼성온누리약국,02-566-0954,"서울특별시 강남구 테헤란로 534, 글라스타워빌딩 지하1층 (대치동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,10:00~15:00,-,-,주간
솔밭약국,070-8802-4413,"서울특별시 강북구 삼양로 579, 화성빌딩 1층 (우이동)",08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~18:00,10:00~14:00,-,주간
뉴나바론약국,02-762-6300,"서울특별시 성북구 동소문로3길 4, 정화빌딩 1층 (동소문동1가)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:30~20:30,09:30~20:30,주간
웃음짓는약국,02-356-8028,"서울특별시 은평구 가좌로 330, 지하3층 303호 (신사동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,주간
다온약국,02-783-0624,"서울특별시 영등포구 은행로 54, 신한드림리버오피스텔 B107호 (여의도동)",10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,-,주간
광화문약국,02-2088-3345,"서울특별시 종로구 새문안로5길 37, 도렴빌딩 지하1층 38호,41호 (도렴동)",09:30~19:30,09:30~19:30,09:30~19:30,09:30~19:30,09:30~19:30,09:30~14:00,-,-,주간
벚꽃약국,02-6137-5207,"서울특별시 영등포구 국제금융로 10, 서울 국제금융 센터 지하2층 (여의도동)",10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,주간
성수약국,02-469-9886,"서울특별시 성동구 아차산로 116, 1층 (성수동2가)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-,주간
제일프라자온누리약국,02-388-0780,"서울특별시 은평구 갈현로 82, 1층 104호 (역촌동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,주간
메디팜삼현약국,02-722-8468,"서울특별시 종로구 새문안로3길 15, 동원빌딩 1층 (당주동)",08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~21:30,10:00~16:00,-,-,주간
김비타약국,02-6952-0724,"서울특별시 강서구 공항대로 206, 나인스퀘어 111호 (마곡동)",10:00~21:00,10:00~19:30,10:00~19:30,10:00~19:30,10:00~21:00,09:30~15:00,-,-,주간
강서메디칼약국,02-2602-4567,"서울특별시 강서구 까치산로4길 3, 1층 (화곡동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,09:00~21:00,주간
힐스테이트솔약국,02-2695-6121,"서울특별시 강서구 강서로 242, 상가동 1층 151호 (화곡동, 강서힐스테이트)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,10:00~14:00,-,주간
화곡부성약국,02-722-7585,"서울특별시 강서구 곰달래로 223, 화곡동상가 104호 (화곡동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~21:00,-,-,주간
화곡명문약국,02-2604-4533,서울특별시 강서구 화곡로 176-4 (화곡동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,-,-,주간
행복나무약국,02-2065-8864,"서울특별시 강서구 강서로 193, 101호 (화곡동)",08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~17:00,-,-,주간
한빛약국,02-3663-7118,"서울특별시 강서구 강서로62길 98, 101호 (등촌동, 신한은행등촌점)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
프라자약국,02-2664-8707,"서울특별시 강서구 강서로 267, 송화쇼핑센터 1층 (내발산동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~15:00,08:30~12:30,-,주간
염창메디칼약국,02-3662-0069,"서울특별시 강서구 양천로 731 (염창동, 염창동동아3차아파트)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,주간
열린온누리약국,02-3662-0069,서울특별시 강서구 양천로 713 (염창동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,주간
서울메디약국,02-2666-2101,서울특별시 강서구 공항대로 272 (내발산동),08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,09:00~16:00,-,-,주간
샛별약국,02-2607-6259,"서울특별시 강서구 강서로 154, 힐탑빌딩 101호 (화곡동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-,주간
백세365약국,070-8829-0077,"서울특별시 강서구 마곡중앙로 55, 문영 퀸즈파크13 107호 (마곡동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~18:00,09:00~18:00,09:00~18:00,주간
바로약국,02-2662-8588,서울특별시 강서구 강서로 341 (내발산동),08:40~19:00,08:40~19:00,08:40~19:00,08:40~19:00,08:40~19:00,09:00~13:30,-,-,주간
마곡스타약국,02-6407-3535,"서울특별시 강서구 공항대로 168, 1층 106-1호 (마곡동)",09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~17:00,-,-,주간
대학약국,02-2603-0138,"서울특별시 강서구 화곡로 152, CUBE152 (화곡동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~18:00,09:00~14:00,-,주간
더나은약국,02-3663-1335,"서울특별시 강서구 공항대로 271, 이천이프라자 1층 103호 (마곡동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,주간
기쁨약국,02-6964-6988,"서울특별시 강서구 등촌로5길 2, 1층 104, 105호 (화곡동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~18:00,-,-,주간
가까운천사약국,02-2662-0266,"서울특별시 강서구 공항대로36길 9, 1층 (내발산동)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,09:00~13:30,-,-,주간
내외약국,02-2697-5065,"서울특별시 양천구 신월로 165, 1층 (신월동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-,주간
행복약국,02-2606-0783,"서울특별시 양천구 남부순환로59길 3, 1층 102호 (신월동, 우영아파트)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,-,-,주간
새봄약국,02-2062-9987,"서울특별시 양천구 목동중앙북로 68, 1층 104호 (목동, 목동에버하임)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-,주간
더클래식약국,02-455-4565,"서울특별시 광진구 능동로 90, 1층 104-2호 (자양동, 더클래식500)",09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,주간
소망약국,02-954-7291,"서울특별시 도봉구 마들로 691, 1층 (도봉동)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:30,-,-,주간
아임약국,02-532-8229,"서울특별시 서초구 강남대로 439, 1층 102호 (서초동, 유화빌딩)",09:30~21:30,09:30~21:30,09:30~21:30,09:30~21:30,09:30~21:30,09:30~19:30,-,-,주간
대우약국,02-999-2201,"서울특별시 도봉구 덕릉로63가길 61, 상가동 203호 (창동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,주간
한중약국,02-804-6985,"서울특별시 금천구 독산로 136, 103호 (시흥동)",08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~16:00,-,-,주간
도담약국,02-449-9205,"서울특별시 송파구 동남로 209, 1층 101호 (가락동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,-,-,주간
영약국,02-533-3321,"서울특별시 서초구 강남대로 415, 대동빌딩 4층 (서초동)",09:30~21:00,09:30~21:00,09:30~21:00,09:30~21:00,09:30~21:00,09:30~17:00,-,-,주간
매일여는약국,02-2132-8365,"서울특별시 마포구 월드컵북로 396, 누리꿈스퀘어 B1094호 (상암동)",09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,주간
새봄약국,02-959-8980,"서울특별시 동대문구 왕산로 185, 103, 105호 (청량리동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
세민약국,02-739-8851,"서울특별시 종로구 자하문로7길 73, 101호 (누하동, 트라이빌)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~17:00,-,-,주간
새암온누리약국,02-995-2552,"서울특별시 강북구 도봉로 308, 1층 (번동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~20:00,-,-,주간
삼흥약국,02-432-2624,"서울특별시 중랑구 망우로 463, 1층 103호 (망우동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
세계로약국,02-432-3284,"서울특별시 중랑구 동일로 775, 그린빌딩 1층 (중화동)",09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:00,-,-,주간
꽃길약국,02-2208-7746,"서울특별시 중랑구 겸재로 181, 1층 (면목동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,주간
원당프라자약국,02-872-0050,"서울특별시 관악구 남부순환로248길 15, 1층 (봉천동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
푸르지오약국,02-882-2177,서울특별시 관악구 청림6길 3 (봉천동),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
소망메디컬약국,02-826-2223,서울특별시 동작구 서달로 157 (흑석동),08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,-,-,주간
참바른약국,02-875-2555,"서울특별시 관악구 신원로 35, 삼모 더 프라임 타워 2층 (신림동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-,주간
인헌연세약국,02-877-4123,"서울특별시 관악구 인헌길 12, 1층 (봉천동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
그린약국,02-888-4959,"서울특별시 관악구 남부순환로 1740, 명당빌딩 1층 (봉천동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,주간
원약국,02-888-0527,"서울특별시 관악구 은천로 61, 1층 101호 (봉천동, 은천누리에뜰)",08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~14:30,-,-,주간
한울약국,02-857-7755,"서울특별시 관악구 난곡로 50, 자연빌딩 1층 (신림동)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,09:00~13:30,-,-,주간
보라매성심약국,070-4131-3443,"서울특별시 관악구 봉천로 227, 304호 (봉천동, 보라매샤르망)",09:00~18:15,09:00~18:15,09:00~18:15,09:00~18:15,09:00~18:15,09:00~12:45,-,-,주간
가든건강약국,02-2047-1140,"서울특별시 송파구 충민로 52, 가든파이브웍스 S동 307호 (문정동)",10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~17:00,10:00~17:00,10:00~17:00,주간
현대약국,02-2181-3677,"서울특별시 금천구 두산로 70 , T-113호(현대지식산업센터)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,10:00~16:30,-,-,주간
다올약국,02-400-1027,"서울특별시 송파구 양산로 40, 102호 (거여동)",09:00~20:00,09:00~20:30,09:00~20:00,09:00~20:30,09:00~20:00,09:00~15:00,-,-,주간
1층엔약국,02-518-1080,"서울특별시 강남구 강남대로 624, ICT TOWER 1층 일부호 (신사동)",08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~16:00,-,-,주간
8층약국,02-582-8885,"서울특별시 서초구 서초중앙로 125, 로이어즈타워 8층 803호 (서초동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,주간
가까운약국,02-2671-8231,"서울특별시 영등포구 당산로 34, 로데오 ？ 쇼핑몰 1층 (문래동3가)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~17:00,-,-,주간
남시약국,02-753-7466,서울특별시 중구 남대문로 18 (남대문로3가),08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,09:00~18:00,09:00~18:00,주간
뉴성모제일약국,02-824-7586,"서울특별시 영등포구 여의대방로62길 2, 봉덕빌딩 1층 (신길동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-,주간
문래스타약국,02-2633-8889,"서울특별시 영등포구 선유로9길 10, SK V1 Center 1층 105호 (문래동6가)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,주간
