병원명,업무구분1,업무구분2,대표전화,주소,월요일 진료,화요일 진료,수요일 진료,목요일 진료,금요일 진료,토요일 진료,일요일 진료,공휴일 진료,홈페이지
의령병원,지역응급의료기관,병원,055-573-4100,경상남도 의령군 의령읍 의병로14길 10 (의령읍),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
의료법인거붕백병원,지역응급의료기관,종합병원,055-733-0000,경상남도 거제시 계룡로5길 14 (상동동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
강병원,지역응급의료기관,병원,055-673-0101,경상남도 고성군 고성읍 중앙로 49,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
경상남도마산의료원,지역응급의료기관,종합병원,055-249-1000,경상남도 창원시 마산합포구 3·15대로 231 (중앙동3가),09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,-,-,-,http://www.mmc.or.kr
의료법인석영의료재단창원제일종합병원,응급의료기관 외의 의료기관(응급의료시설),종합병원,055-223-9000,경상남도 창원시 마산합포구 3·15대로 238 (중앙동3가),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~14:00,-,-,http://www.mjeilh.co.kr/
산청군보건의료원,지역응급의료기관,보건의료원,055-970-7500,경상남도 산청군 산청읍 중앙로 97 (산청읍),09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,-,-,-,-
의료법인염광의료재단세광병원,응급의료기관 외의 의료기관(응급의료시설),병원,055-540-3700,경상남도 창원시 진해구 중원동로 55-1 (중앙동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
태황의료재단한성병원,지역응급의료기관,병원,055-530-5000,경상남도 창녕군 창녕읍 교리1길 2 (창녕읍),09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~13:00,-,-,-
의료법인 혜인의료재단 한국병원,지역응급의료기관,종합병원,064-750-0000,제주특별자치도 제주시 서광로 193 (삼도일동),09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~13:00,-,-,http://www.hankookhospital.co.kr
제주특별자치도서귀포의료원,지역응급의료센터,종합병원,064-730-3000,제주특별자치도 서귀포시 장수로 47 (동홍동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,-
제주대학교병원,지역응급의료센터,종합병원,064-717-1075,제주특별자치도 제주시 아란13길 15 (아라일동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,-
제주한라병원,권역응급의료센터,종합병원,064-740-5000,"제주특별자치도 제주시 도령로 65, (연동)",09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~12:00,-,-,http://www.hallahosp.co.kr
의료법인 중앙의료재단 중앙병원,지역응급의료센터,종합병원,064-786-7000,제주특별자치도 제주시 월랑로 91 (이호이동),09:00~18:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~13:00,-,-,-
한마음병원,지역응급의료센터,종합병원,064-750-9000,제주특별자치도 제주시 연신로 52 (이도이동),09:00~18:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~13:00,-,-,-
