title,category,introduce,place,place_detail,phone_num,open_time,image_link
,기타,"❤ [[ 디폼블럭 ]] ❤**브롤스타즈엘프리모, 메카 크로우, 골드 메카 크로우, 메카 보, 라이트 메카 보, 비비, 불사조 크로우, 레온, 상어 레온, 스파이크, 벚꽃스파이크, 판다니타, 쉘리, 보...원하는 캐릭터 요청 가능!캐릭터는 수시로 추가됩니다^^**프린세스**어벤저스**BTS**신비아파트등~ 새로운 캐릭터 계속 추가집중력, 창의력, 사고력 쑥쑥!❤ [[ 폰케이스. 필통. 액자 데코 ]] ❤데코 전용 파츠들은 더더더 예뻐요나만의 예쁜 폰케이스 or 필통 만들어볼까요?☆☆카톡 플러스 친구에서 ""슬라임앤아지트"" 추가 해주세요☆☆다양한 할인 & 이벤트 소식을 볼 수 있어요.",경기 김포시 풍무동,경기 김포시 풍무1로 61 대우프라자 4층 401호,031-989-4866,매일: 11:00 ~ 19:00,
,기타,슬라임을 좋아하는 저희 두 딸이 실컷 가지고 놀아도 안전하도록 직접 만든 무독성 수제 슬라임입니다^^,경기 광명시 소하동,경기 광명시 소하로109번길 19 서울프라자 3층,02-897-7172,목요일: 13:00 ~ 19:00금요일: 13:00 ~ 20:00토요일: 11:00 ~ 20:00공휴일도 동일하게 운영일요일: 11:00 ~ 20:00공휴일도 동일하게 운영월요일: 13:00 ~ 19:00화요일: 13:00 ~ 19:00수요일: 13:00 ~ 19:00,
,기타,**** 카톡에서 플러스 친구 검색해보세요*****            조물조물슬라임 김포풍무점 < 10월 행사안내>슬라임 + 슬라임 = 19900원데코덴 ( 가방 필통 폰케이스 )만들고 슬라임 이용시 2천원 할인,경기 김포시 풍무동,경기 김포시 풍무로 166 홍맥프라자 501호,031-983-4022,목요일: 12:00 ~ 20:00평일: 12:00 ~ 20:00금요일: 12:00 ~ 20:00토요일: 11:00 ~ 19:00일요일: 11:00 ~ 19:00월요일: 휴무 ~ 휴무화요일: 12:00 ~ 20:00수요일: 12:00 ~ 20:00,
,기타,"트윙클에서는 kc인증 아모스물풀,식용색소,식용향료를사용하고 엑티베이터도 식용소다로 직접 제조하는안전한 수제슬라임입니다.내맘데로 내가 고른 토핑으로 ""나만의 슬라임""을 만들어보세요~ ♡",인천 서구 가좌동,인천 서구 신진말로28번길 16 진흥아파트상가2층 트윙클슬라임,010-6645-5598,평일: 11:30 ~ 19:00매주 화요일 휴무토요일: 10:00 ~ 20:00일요일: 13:00 ~ 20:00일요일 오후1시 오픈합니다.공휴일: 10:00 ~ 20:00화요일이 공휴일이면 정상영업합니다.,
,기타,"말랑데이는 원하는 촉감으로 아이들이 직접 만들고 체험하는 DIY체험 슬라임카페입니다.폰케이스 꾸미기, 오르골 꾸미기, 필통 꾸미기, 마리모 키우기, 보석함 꾸미기, 하트가방 꾸미기 등 다양한 만들기 체험을 할 수 있고 다양한 슬라임파츠, 캐릭터 고무파츠, 금속파츠, 피규어등 300여 종의  보유하고 있어요.시간은 무제한으로 아이들이 마음껏 놀 수 있어요.원하는 색상과 향기, 반짝이 가루도 넣으면서 자신만의 슬라임을 만들어 보아요~^^디폼블럭, 보드게임도 즐겨 보아요~♡",인천 연수구 송도동,인천 연수구 신송로 153,032-833-2928,평일: 13:00 ~ 20:00주말: 11:00 ~ 20:00공휴일: 11:00 ~ 20:00방학기간 11시open,
,기타,,경기 부천시 범박동,경기 부천시 양지남로 69-2,,,
,기타," KC완구인증받은재료로 3세이상가능한 안전한 재료만을사용합니다~보드게임및오락기 시간제한없이무료사용입니다  부모님입장료없어요 음료필수아닙니다^^마리모 체험 다양한수제슬라임만들기데코덴 체험, 폰케이스, 필통, 거울, 반지 체험, 무드등, 가방 체험 디폼블럭 세계과자신기하고 다양한 놀거리 먹을거리생일파티및 단체예약  평일대관가능 언제든문의주세요^^남녀구분된 실내화장실완비오픈마감 하루2번전체소독실시합니다궁금한거전화주세요 언제나환영합니다",인천 남동구 만수동,인천 남동구 만수로 55 2층 슬라임카페누뷜 인천점,032-466-1400,매일: 10:00 ~ 21:00연중무휴,
,기타,"인스앤슬라임+블럭팡 의정부점은 다양한 종류의 슬라임과 글리터, 폼볼부터 진주, 큐빅, 스폰지, 보석, 플라스틱 등 300여 가지의 무궁무진한 재료를 넣어서 직접 슬라임을 만들 수 있는 카페 형태의 체험 공간입니다.더불어 블럭팡 브랜드의 세계블럭 레고 시리즈와 보드게임까지 준비되어 있습니다.아이들 사이에서 큰 인기를 끌고 있는 인스, 판스, 떡메, 랩핑지, 마테, 도무송, 스티커북 등을 함께 판매하는 인스와 슬라임 그리고 레고 블럭의 복합 매장입니다.",경기 의정부시 의정부동,경기 의정부시 범골로 94 2층,031-877-7977,평일: 13:00 ~ 19:00체험 마감 18시까지주말: 11:00 ~ 19:00매주 화요일 휴무,
,기타,"엄마 아빠도 편안한 진접 퀸즈브라운2층, 진접 장현 폰데코 슬라임 체험샵입니다. 슬라임 체험뿐만 아니라 폰데코, 필통데코, 파츠와 용품, 수제슬라임 구매까지 가능합니다. 또한 넉넉한 이용공간과 1층 카페, 이용고객 전용 무료 트렘폴린을 갖추고 있으니 언제나 편하게 이용하세요. 이용시간은 평일주말 1시30분을 기본으로 하고 있습니다. 폰데코&슬라임은 꿀잼이며 더욱 많은 즐거움과 상품으로 준비하겠습니다.",경기 남양주시 진접읍 장현리,경기 남양주시 진접읍 장현로 128 2층,031-557-0072,평일: 10:00 ~ 20:00모임장소대여평일: 12:00 ~ 20:00주말: 11:00 ~ 18:00공휴일: 11:00 ~ 18:001월25일(토) 휴무,
,기타,,서울 종로구 관훈동,서울 종로구 인사동길 44 2층,010-9701-2130,매일: 10:30 ~ 20:30,
,기타,"건물 뒷편 1시간 무료 주차(이중주차,전화번호필수)신안시티 옆 스마트프라자 지하주차장 1시간 무료 주차.(계산시 말씀해주시면 주차권 제공)",경기 안양시 동안구 관양동,경기 안양시 동안구 동편로20번길 16 2층,010-4534-3520,평일: 10:00 ~ 21:00주말: 10:00 ~ 21:00공휴일: 10:00 ~ 21:00,
,기타,"1.슬라임(안전한 인증재료 사용)2.데코덴(폰케이스,거울,필통,보석함등)3.마리모4.디폼블럭",경기 안양시 동안구 관양동,경기 안양시 동안구 동편로184번길 19-6 슬라임V,010-2240-2275,"목요일: 13:00 ~ 20:00금요일: 13:00 ~ 20:00주말: 11:00 ~ 20:00주말: 13:00 ~ 20:00공휴일: 11:00 ~ 20:00공휴일: 13:00 ~ 20:00월요일: 휴무 ~ ★월요일 정기휴무 (단, 방학시즌 무휴)화요일: 13:00 ~ 20:00수요일: 13:00 ~ 20:00",
,기타,아이들의 힐링공간~- 생일파티 대관가능(평일)- 주차 2시간 무료- 마녀라이센스- 레어 슬라임,경기 하남시 망월동,경기 하남시 미사강변대로 212,031-791-7156,평일: 13:30 ~ 19:00주말: 11:00 ~ 19:00공휴일: 11:00 ~ 19:00월요일: 휴무 ~ (단 월요일이 공휴일일경우 운영),
,기타,"대한민국 유일 3세이상 사용가능한 안전한 슬라임~1100여가지의 다양한 파츠천국.130여가지 타카펜슬!!폰케이스,보석함,손거울,필통,목걸이,팔찌,머리띠,미니블럭등 각종 만들기까지~~☆럭셔리한 생일파티룸 완비☆평일에 오시면 슬라임만들기부터 플레잉까지 다 알려드려요~^^모든 슬라임 및 파츠 KC인증완료!",경기 광주시 장지동,경기 광주시 순암로 55 엘림빌딩3층,031-797-7974,목요일: 13:00 ~ 18:00매주 월요일 휴무금요일: 13:00 ~ 18:00매주 월요일 휴무토요일: 12:00 ~ 19:00매주 월요일 휴무일요일: 12:00 ~ 19:00매주 월요일 휴무화요일: 13:00 ~ 18:00매주 월요일 휴무수요일: 13:00 ~ 18:00매주 월요일 휴무,
,기타,"기분 좋은 동네 놀이터, 비산동 슬라임 카페, 자주방문하면 보드게임도 즐길 수 있어요",경기 안양시 동안구 비산동,경기 안양시 동안구 경수대로883번길 94 2층,031-444-7535,"매일: 11:00 ~ 19:00주일은 쉽니다 (1/7,8 휴무)",
,기타,인스타그램  코코슬라임(@koco_slime) 의 직영매장 입니다:) 슬라임전문브랜드의 직영매장인 만큼 최고의 서비스와 품질을 유지하고 있습니다.✿ 2시간 무료주차지원!✿ 60석 규모의 넓고 쾌적한 인테리어!✿ 음료만도 이용가능해요! 안산 중앙동에서 제일 예쁜카페! 사진찍기 좋은 카페!문의사항은 매장전화 / 인스타그램DM / 카카오플친 : 코코슬라임 으로 연락바랍니다!,경기 안산시 단원구 고잔동,경기 안산시 단원구 고잔로 88 지스타프라자 3층,031-410-3792,매일: 12:30 ~ 21:00코로나여파로 잠정적으로 위 영업시간으로 변경 운영됩니다.,
,기타,,서울 강남구 자곡동,서울 강남구 밤고개로14길 13-51 탄허박물관,02-445-8486,"매일: 10:30 ~ 17:00월요일: 휴무 ~ 신정,설날,추석휴무",
,기타,키덜트들을 위한 새로운 아지트응답하라!피규어!!1천여점의 피규어들이 200% 돋보이게 하는 특별한 전시관,서울 강남구 청담동,서울 강남구 선릉로158길 3 Ys Roo,02-512-8865,"매일: 11:00 ~ 19:00매주월요일 , 신정, 설날, 추석연휴 1,2일 / 코로나19 대책운영지침에 따라 4월 6일까지 휴관합니다.",
,기타,,경기 성남시 분당구 판교동,경기 성남시 분당구 판교로 191,031-729-4536,"매일: 09:00 ~ 18:00월요일: 휴무 ~ 국경일,경축일,설날연휴,추석연휴 휴관",
,기타,"재단법인 한국등잔박물관은 전기가 들어오기 전 사용되었던 조명기구들을 전시하는 등기구 전문 민속박물관입니다. 1969년 수원 고등기전시관으로 출발하여 1997년 용인에 정식 개관한 한국등잔박물관은 전문연구기관으로서 우리 민족의 문화유산이자 조상들의 삶이 고스란히 담겨있는 등잔, 제등, 촛대 등 한국의 전통 조명기구 일체를 한곳에 모아 전시하고 있습니다....",경기 용인시 처인구 모현읍 능원리,경기 용인시 처인구 모현읍 능곡로56번길 8,031-334-0797,목요일: 10:00 ~ 17:00금요일: 10:00 ~ 17:00토요일: 10:00 ~ 17:00일요일: 10:00 ~ 17:00월요일: 휴무 ~ 공휴일인 경우 개관화요일: 휴무 ~ 공휴일인 경우 개관수요일: 10:00 ~ 17:00,
,기타,,경기 수원시 장안구 이목동,경기 수원시 장안구 장안로458번길 9,031-271-9777,"매일: 10:00 ~ 18:00(1월 1일, 설날연휴,추석연휴 휴무)월요일: 휴무 ~ (월요일이 공휴일인 경우 그 다음 날 휴관)",
,기타,,강원 강릉시 죽헌동,강원 강릉시 죽헌동 140-2,033-644-0600,"매일: 09:00 ~ 18:00(1월1일, 설날, 추석 휴관)",
,기타,,강원 강릉시 남문동,강원 강릉시 남문길 34,,,
,기타,,경기 수원시 팔달구 매향동,경기 수원시 팔달구 창룡대로 21 수원화성박물관,031-228-4242,매일: 09:00 ~ 18:00매표마감은17:00월요일: 09:00 ~ 18:00첫째주 월요일만 휴관,
,기타,"수원광교박물관은 광교신도시 개발 과정에서 발굴된 유물을 비롯하여 우리 땅 독도관련 자료, 근대 역사와 풍속, 올림픽 상징물을 포함한 스포츠 관련 자료 등 다양한 전시물을 만날 수 있습니다. 전시 뿐만 아니라 어린이 눈높이에 맞춘 즐거운 체험, 오감을 만족시킬 수 있는 문화행사, 앎의 욕구를 채워줄 교육 프로그램 등을 통해 보고 즐기고 배우는 복합문화공간인 수원광교박물관으로 초대합니다.^^",경기 수원시 영통구 이의동,경기 수원시 영통구 광교로 182,031-228-4175,"매일: 09:00 ~ 18:00매표마감 : 17:00, 매월 첫번째 월요일 휴관",
,기타,"1964년 (주)한독 창립 10주년 기념 문화 사업으로 설립된 우리나라 최초의 기업 박물관이자 의약전문 박물관1층 국제전시실, 2층 한국전시실로 6점의 의약 관련 보물을 비롯 총 2만 여점의 동, 서양 유물 보유소화제만들기 등 다양한 체험(사전예약)이 가능하며, ...",충북 음성군 대소면 대풍리,충북 음성군 대소면 대풍산단로 78,043-530-1004,"매일: 09:00 ~ 17:00코로나19로 인한 임시휴관, 추후 공지예정월요일: 휴무 ~ (신정, 명절연휴 휴관)",
,기타,"돼지박물관은 흥미위주의 단순한 동물원, 테마파크가 아니라 교육농장으로돼지를 주제로 생명존중과 환경사랑을 배울 수 있습니다.네이버 예약을 하신 분께서는 현장에 오셔서 말씀하시고 결제하시면 됩니다....",경기 이천시 율면 월포리,경기 이천시 율면 임오산로372번길 129-7 돼지테마파크,031-641-7540,"매일: 09:00 ~ 18:00월요일: 휴무 ~ 9월,10월 월요일 정상운영",
,기타,"2004년 초여름에 문을 연 이 박물관에는 한국, 중국, 일본, 티베트, 몽골, 인도, 네팔 등지의 판화가 발달했던 곳에서 직접 수집한 고판화를 전시한다. 아울러 이곳에는 상설 판화 체험관이 있어 눈으로 보는 것에 만족하지 못하는 사람들을 위하여 현장 예술 체험 교육장으로 활용된다. 이런 까닭에 2005년부터는 문화관광부에서 실시하는 사회예술교육 프로그램 실시기관으로 선정되었다...",강원 원주시 신림면 황둔리,강원 원주시 신림면 물안길 62,033-761-7885,매일: 10:00 ~ 18:00월요일: 휴무 ~ ,
,기타,"국립경주박물관은 광복 직후인 1945년 국립박물관 경주분관으로 출범하였습니다. 광복 이전에도 경주에는 박물관 형태의 조그마한 진열관이 있었습니다. 경주고적보존회라는 단체가 1913년 동부동에 있는 조선시대 경주부의 관아 건물을 이용하여 진열관을 열었습니다. 이 진열관은 1926년 조선총독부박물관 경주분관으로 바뀌어 광복 전까지 유지되었습니다. ...",경북 경주시 인왕동,경북 경주시 일정로 186 국립경주박물관,054-740-7500,"평일: 10:00 ~ 18:00토요일: 10:00 ~ 21:00야간연장개관(매달 마지막 수요일과 3월~12월 매주토요일 )일요일: 10:00 ~ 19:00공휴일: 10:00 ~ 19:001월 1일, 설, 추석 당일 휴관",
,기타,"대가야박물관은 대가야시대의 왕릉이 밀집해 있는 경상북도 고령군 고령읍 지산리에 자리 잡고 있다. 2000년 9월 개관한 대가야왕릉전시관과 2005년 4월 개관한 대가야박물관으로 이루어져 있다. 대가야왕릉전시관은 사적 제79호인 고령지산동고분군에서 출토된 대가야 유물을 중심으로 전시한다. 특히 우리나라에서 최초로 확인된...",경북 고령군 대가야읍 지산리,경북 고령군 대가야읍 대가야로 1203 대가야박물관,054-950-7103,매일: 09:00 ~ 18:00월요일: 휴무 ~ ,
,기타,"약령시는 360년 역사와 전통을 간직한 대구 약령시는 우리나라는 물론 해외에 까지 한약재를 공급 해온 세계적인 한약재 유통의 거점으로서 명성을 떨쳤으며, 2001년 한국기네스위원회에서 국내최고(最古)의 약령시로 인증을 받았습니다.2004년에는 한방관련분야 최초로 한방특구로 지정받아 그 유 · 무형적인 가치가 큰 우리나라의 귀중한 문화유산 입니다.",대구 중구 남성로,대구 중구 달구벌대로415길 49,053-253-4729,"매일: 09:00 ~ 18:00(1월 1일, 설날과 추석 당일 휴관)월요일: 휴무 ~ (공휴일인 경우 개관)수요일: 09:00 ~ 21:00(매월 마지막주 수요일 연장개관)",
,기타,,대구 중구 계산동2가,대구 중구 서성로 28,010-2680-1398,매일: 10:00 ~ 18:00,
,기타,,대구 중구 서문로1가,대구 중구 경상감영길 50,053-254-1431,매일: 10:00 ~ 18:00화요일~토요일일요일: 휴무 ~ 공휴일: 휴무 ~ 월요일: 휴무 ~ ,
,기타,경주를 찾는 어린이와 청소년에게 민족 과학의 뿌리를 알리고 심어주는 교육현장을 만들 목적으로 1988년에 문을 연 사설 박물관(설립자:昔宇一)이다. 건물은 지하 1층 지상 2층 규모이다. 유물의 일부만 남아 있는 과학문화재일지라도 만든 원리를 토대로 실험과 관찰을 거듭해 그 원형을 복원하는 데 중점을 두고 운영된다....,경북 경주시 하동,경북 경주시 하동공예촌길 33 신라역사과학관,054-745-4998,매일: 09:00 ~ 18:00휴관일(월요일) 홈페이지 공지,
,기타,,경북 경주시 구황동,경북 경주시 임해로 64-19 황용사 역사문화관,054-777-6862,,
,기타,"경상남도 김해시가 건립한 국내 첫 분청도자 전문 전시관으로서 2009년 5월 15일 개관하였으며, (사)김해도예협회에서 위탁운영하고 있다. 부지면적 1757㎡에 지하 1층, 지상 2층으로 이루어져 있으며, 전시관의 외형은 한국 전통 찻사발을 형상화하였다. 지상 1층은 분청도자기의 유래와 제작 과정, 기법과 종류 등을 한눈에 볼 수 있는 분청도자정보관과 전시관, 다양한 기획전시가 개최 되는...",경남 김해시 진례면 송정리,경남 김해시 진례면 진례로 275-35 김해분청도자박물관,055-345-6037,"매일: 09:00 ~ 18:00마감 30분전까지 입장가능월요일: 휴무 ~ (1월1일, 추석,신정 휴관)",
,기타,,부산 북구 구포동,부산 북구 시랑로132번길 88 부산과학기술대학교,,평일: 10:00 ~ 16:00주말: 휴무 ~ 공휴일: 휴무 ~ ,
,기타,"웅천도요지는 조선시대 때 운영되던 도자기 기마터 입니다. 이 곳에서 발굴된 도자기 유물을 전시관에 전시하고 있으며, 전시와 함께 도자기를 직접 만들어 볼 수 있는 도자기 체험 공방을 함께 운영하고 있습니다.",경남 창원시 진해구 두동,경남 창원시 진해구 두동도요로 198,055-225-6859,"매일: 09:00 ~ 18:00(1월 1일, 설날, 추석 당일 휴관)월요일: 휴무 ~ (월요일이 공휴일인 경우 다음날 휴관)",
,기타,"수상한 마법학교는 최석훈 마술사가 고향 강릉으로 돌아와 세운 마법학교로 체험과 공연과 교육을 경험 할수있는 한국 최초의 상설 마법학교 입니다. ● 이용요금성인/아동 인당 15,000원...",강원 강릉시 사천면 석교리,강원 강릉시 사천면 미노길 103 모래내행복센터 2층,070-7121-8730,,
